,Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,ipm,IPM
3024,9.326432685884843,4663,3.01,65.48671801740569,4,4
3025,12.296495889024541,5224,6.46341912963365,67.15080779818287,4,4
3026,12.35,5505,6.63,67.59148285064553,4,4
3027,9.645375254462454,4829,4.30323359902994,63.125612900016044,4,4
3028,12.35,5505,6.63,67.58941542057889,4,4
3029,10.67823934442137,5888,5.697418457021852,60.812622049272555,4,4
3030,6.436881581473035,5385,2.711692233136494,65.76214557191577,4,4
3031,10.238794341775277,4891,4.910008228929116,62.633940573660325,4,4
3032,11.4270871974202,7720,5.6258532605209135,59.145797949798286,4,4
3033,10.545014766291224,6331,6.305014766291223,64.97290607300864,4,4
3034,7.994070841498406,5553,3.8809837322871035,65.2626721588528,4,4
3035,7.786102757080226,5326,3.1739961566093755,65.68045004937774,4,4
3036,11.317273061804777,4858,4.936524490535501,59.56939278711688,4,4
3037,12.267296723302863,5504,6.585202391789051,67.55764328710823,4,4
3038,5.634654989329435,5421,2.426205239995577,65.6214012293373,4,4
3039,9.620586159208248,5267,4.896269305257713,65.18821165584605,4,4
3040,8.604764674827459,4544,3.2309966143400506,65.34112584096347,4,4
3041,5.393024636493532,5388,2.1530246364935324,65.77629563792239,4,4
3042,7.654532773610756,5303,2.9533193402688886,65.6407949624968,4,4
3043,7.655449695504409,5307,2.9762423876102098,65.64904725953967,4,4
3044,8.878786122172933,4591,3.1248071904170356,65.7247414706497,4,4
3045,8.52459067012526,4420,3.0817323700821015,62.66854100475554,4,4
3046,6.587933052798936,5778,3.144833502067391,61.88928184422722,4,4
3047,7.326062223476088,5282,3.4562718675332977,65.24445853796156,4,4
3048,11.339139055396135,4979,4.9742543878568215,66.78348273365883,4,4
3049,12.315935480821107,5397,6.227012233543325,65.34412235906967,4,4
3050,9.635672872180546,5301,4.272112988748918,65.45357448244711,4,4
3051,10.377379924467999,6250,6.164663960317295,63.96060383743577,4,4
3052,6.506495888012249,5471,3.403532257215617,64.59050332020873,4,4
3053,8.913566909187733,4433,3.2650316356858715,64.62528472117285,4,4
3054,11.45587917210575,7927,6.049189197584273,59.47613990925248,4,4
3055,7.901319030542484,4929,3.8346253098747263,65.54764458831698,4,4
3056,12.405383200628014,5893,6.446250059013544,63.8884679843352,4,4
3057,11.80200219392278,4883,5.192210450308431,59.91869930710533,4,4
3058,11.788200022396872,7754,5.247331436890267,59.227942882739285,4,4
3059,9.089107711791446,4457,3.30164000422148,64.25393530960294,4,4
3060,13.182715100625455,5342,6.67264815406545,63.49833623877814,4,4
3061,12.635610355316778,5266,6.299959099044978,61.095696291007066,4,4
3062,11.753750777457848,7943,5.7690021684596235,59.551312847750445,4,4
3063,5.3907414371494475,5380,2.1507414371494478,65.74889724579337,4,4
3064,11.524228711942964,4985,5.060416814180345,64.6262308745958,4,4
3065,10.795456468955273,4986,4.833856205229895,66.73379290915851,4,4
3066,10.548427262623381,6346,6.30842726262338,65.06674972214296,4,4
3067,5.9421715049565496,5378,2.4818903194685644,65.69814657475727,4,4
3068,12.050641417279348,4904,5.33469451898175,60.3593547758153,4,4
3069,6.6802015988866055,5349,2.6842685035037044,65.71158146257959,4,4
3070,5.953345010940891,5603,2.546004003751163,64.20134200812753,4,4
3071,10.58097339791012,4976,3.888249963557114,62.900102747671916,4,4
3072,8.874557862616461,4823,3.5020269581975727,65.60579842151147,4,4
3073,5.91139663163654,5609,2.4853072536199314,64.5270391195701,4,4
3074,5.532518694291522,4114,2.0856698357621433,58.96699196315407,4,4
3075,8.64322166067649,5313,3.7449170097793485,65.61553915134292,4,4
3076,8.572523695041587,4527,3.174653538272994,65.07537568094789,4,4
3077,13.209856435082669,5260,6.715622711744325,61.61587322948817,4,4
3078,11.55023893841225,5209,5.936975488731413,66.85895483234934,4,4
3079,12.084947414961652,4902,5.366496844399708,60.31917971822095,4,4
3080,10.9202924892396,6805,4.925772740767124,64.49502468727111,4,4
3081,9.693869279716566,5850,5.5544914021807115,61.45991500493238,4,4
3082,8.999007089294013,5883,4.969359717036565,57.82210120331148,4,4
3083,11.675997158936525,5055,5.097998579468263,64.03659317057904,4,4
3084,9.737874163137302,4963,4.31669608517792,66.12055316698732,4,4
3085,8.649293967965898,4360,3.195275166457113,65.82659322298139,4,4
3086,6.290191132912028,5409,2.829725141267885,64.45305748788155,4,4
3087,7.981609313418128,4895,4.358816322593926,65.5860933150228,4,4
3088,11.53512833418594,4834,5.272045907113082,58.619982713665785,4,4
3089,11.168138733407535,5853,5.624275260635529,64.74921119954898,4,4
3090,8.903621122175469,4416,3.3346521447717183,65.25186930294547,4,4
3091,7.986368036363226,4891,4.336342320098206,65.40737066054126,4,4
3092,8.103342765321658,5277,3.1933549605504994,65.75143784023592,4,4
3093,10.013116952732545,6231,5.904756546052931,62.98569832739848,4,4
3094,7.727081398052538,5032,4.053929499480046,65.84441679931933,4,4
3095,10.284470648998326,4970,3.534936341602317,65.65250619549292,4,4
3096,10.634044509229886,5008,4.812474312112284,61.392333349775484,4,4
3097,11.830844839127876,4885,5.207302532101795,59.940163601211445,4,4
3098,11.74984757993803,5937,6.152718580171566,62.76354094123553,4,4
3099,9.206033747734496,4483,3.3342321976562133,63.849879864686635,4,4
3100,10.642072728630898,4980,4.709239746868748,61.823845993017635,4,4
3101,9.972926617630973,5265,5.085164510896862,65.19386720092506,4,4
3102,11.54298121970809,4985,5.0691464298641105,64.40766716340227,4,4
3103,11.156636148036336,7915,6.574292710621947,59.513035158266945,4,4
3104,13.005360267749667,5374,6.522625040750514,63.028728533257464,4,4
3105,12.937938160791127,5234,6.618619282357312,65.28383052156819,4,4
3106,8.444360613039091,4850,3.7537337574906697,65.86680875265797,4,4
3107,5.9036544306222165,5396,2.5441999118728638,64.96354562812921,4,4
3108,8.684112441419979,4460,3.33849441840888,66.06805994177074,4,4
3109,5.421070669894888,5377,2.162866268590835,65.73931562401113,4,4
3110,10.406644846761079,5398,5.166653563101527,65.4000020047583,4,4
3111,8.2592419604881,5275,3.314869536654536,65.80351551570908,4,4
3112,5.491494962513972,5381,2.22789148285956,65.58657738224632,4,4
3113,7.940492528809205,4873,4.320575450024329,65.36255056374269,4,4
3114,10.330538741720485,6318,6.129338522189791,64.1909302001333,4,4
3115,11.785016008890931,5497,6.185775945921877,67.32985441615018,4,4
3116,11.582058459982818,4998,5.066945561531853,67.1291323851119,4,4
3117,9.533473838597038,5419,4.248215718717875,65.22239437147005,4,4
3118,7.699678471875294,4904,4.146688079240615,65.9077170145084,4,4
3119,11.896662089534153,7708,6.0921206736727855,59.741665522383535,4,4
3120,13.339583789369868,5252,6.837487802135331,63.428125057560884,4,4
3121,11.08004681618731,7923,6.700491041509549,59.52521982469747,4,4
3122,10.815162851090689,6297,6.344795125256244,65.03920991758213,4,4
3123,10.985258211193365,5109,4.804438444979156,66.87593207721838,4,4
3124,7.802898466827439,5370,3.453089869682002,64.02229062632827,4,4
3125,12.243151488506422,7572,5.470163305323959,59.62522932056931,4,4
3126,8.299470588007678,4866,3.310565091923855,65.59656750252088,4,4
3127,12.436836141685557,5340,6.385310724542469,65.24437853223439,4,4
3128,6.399629441196658,5408,2.8967221686214866,64.45640082463567,4,4
3129,11.627363779910304,5001,5.073681889955153,60.49755593345223,4,4
3130,8.075679964007048,5369,3.6004059753939868,63.82810121425338,4,4
3131,5.837967934392372,5410,2.494916655711814,65.12833592136803,4,4
3132,9.311860859449128,5021,4.477050229464573,66.40663030456207,4,4
3133,12.922510613851676,5388,6.650665414956502,64.8890798526033,4,4
3134,8.753054427414623,4398,3.1785396084815125,64.99985665898672,4,4
3135,12.078482429874345,7763,5.3742412149371726,59.516210065393196,4,4
3136,11.904121973483281,5348,5.603885775884065,61.45363693323241,4,4
3137,12.164373364294589,6021,6.1177005560438475,65.07345837831033,4,4
3138,9.519825008054173,6154,5.460414950748399,60.59266469643622,4,4
3139,11.719084376609922,5008,5.119647837157662,67.25913133165557,4,4
3140,10.11035238153623,5414,4.704596906145662,65.69416978294149,4,4
3141,8.131755792316392,5363,3.797858340650517,65.54716551332812,4,4
3142,7.012927925001295,5438,2.4901314466376916,65.29406037719254,4,4
3143,11.521796128774964,7773,5.58227742117734,59.21796516229806,4,4
3144,5.717634760929474,5410,2.4028971701225394,65.32936310527076,4,4
3145,8.4017460024224,4612,2.796668263189042,63.310306167366306,4,4
3146,11.180192568269288,7913,6.535478154556289,59.50928754595716,4,4
3147,11.78377453180698,7752,5.2456876832425925,59.22288517920798,4,4
3148,7.729076841055781,4908,4.101190603127958,65.8552199266861,4,4
3149,10.934368482698359,4988,4.252531866312769,66.38025637385493,4,4
3150,8.60026496197768,5329,3.7270083346010945,65.60529144486688,4,4
3151,8.834164186457532,5367,4.01002665366828,63.2881466838009,4,4
3152,10.093979999072673,6008,5.419523482176457,59.88430850585024,4,4
3153,9.463287002671489,4546,3.198047727364616,64.36440276945851,4,4
3154,12.235633192745237,5892,6.372652153497935,63.586162608991515,4,4
3155,11.518765742370249,7780,5.6037426582107415,59.229834175716526,4,4
3156,10.36787086688259,5545,5.34688259015588,66.54584566967787,4,4
3157,12.585735746988853,5229,6.5909157900475215,66.7186475854359,4,4
3158,11.13640118349089,5489,5.675796350378333,67.0580493834673,4,4
3159,8.139810143929715,5025,4.172800087144838,65.0898553326957,4,4
3160,8.271338941240991,4879,4.423525821357181,65.10079384391447,4,4
3161,9.458510352104842,5400,4.597267867908501,65.48711422863484,4,4
3162,8.968079446196988,5477,4.798126366690035,65.86793999414603,4,4
3163,9.46829409263254,4694,3.0036896130794664,65.2817572316224,4,4
3164,9.994789259872055,4962,3.2215460263379967,64.5588106108016,4,4
3165,8.812682267882877,4380,3.3641367467150434,66.0956819014598,4,4
3166,9.453318640476546,5257,4.866080966882464,66.02574221798383,4,4
3167,6.225893025145087,5409,2.791565254522714,64.48027282858115,4,4
